scenario,p_overlap,corr_type,instance_file,n,obj_value,runtime
scenario 1,p_60,fully-correlated,scen_1id_6_objs_500_size_775_sets_81_k_20_overlap_60_fully-correlated.txt,500,1613.0,0.01
scenario 1,p_60,fully-correlated,scen_1id_6_objs_700_size_1085_sets_89_k_20_overlap_60_fully-correlated.txt,700,2055.0,0.01
scenario 1,p_60,fully-correlated,scen_1id_6_objs_800_size_1240_sets_94_k_18_overlap_60_fully-correlated.txt,800,2256.0,0.01
scenario 1,p_60,fully-correlated,scen_1id_7_objs_1000_size_1550_sets_96_k_18_overlap_60_fully-correlated.txt,1000,2594.0,0.01
scenario 1,p_60,fully-correlated,scen_1id_7_objs_300_size_465_sets_78_k_20_overlap_60_fully-correlated.txt,300,1052.0,0.01
scenario 1,p_60,fully-correlated,scen_1id_7_objs_500_size_775_sets_93_k_20_overlap_60_fully-correlated.txt,500,1636.0,0.01
scenario 1,p_60,fully-correlated,scen_1id_7_objs_700_size_1085_sets_97_k_20_overlap_60_fully-correlated.txt,700,2125.0,0.01
scenario 1,p_60,fully-correlated,scen_1id_7_objs_800_size_1240_sets_86_k_18_overlap_60_fully-correlated.txt,800,2178.0,0.01
scenario 1,p_60,fully-correlated,scen_1id_8_objs_1000_size_1550_sets_94_k_18_overlap_60_fully-correlated.txt,1000,2604.0,0.01
scenario 1,p_60,fully-correlated,scen_1id_8_objs_300_size_465_sets_74_k_20_overlap_60_fully-correlated.txt,300,1080.0,0.01
scenario 1,p_60,fully-correlated,scen_1id_8_objs_500_size_775_sets_83_k_20_overlap_60_fully-correlated.txt,500,1592.0,0.01
scenario 1,p_60,fully-correlated,scen_1id_8_objs_700_size_1085_sets_94_k_20_overlap_60_fully-correlated.txt,700,2085.0,0.01
scenario 1,p_60,fully-correlated,scen_1id_8_objs_800_size_1240_sets_87_k_18_overlap_60_fully-correlated.txt,800,2227.0,0.01
scenario 1,p_60,fully-correlated,scen_1id_9_objs_1000_size_1550_sets_91_k_18_overlap_60_fully-correlated.txt,1000,2584.0,0.01
scenario 1,p_60,fully-correlated,scen_1id_9_objs_300_size_465_sets_72_k_20_overlap_60_fully-correlated.txt,300,1022.0,0.01
scenario 1,p_60,fully-correlated,scen_1id_9_objs_500_size_775_sets_78_k_20_overlap_60_fully-correlated.txt,500,1577.0,0.01
scenario 1,p_60,fully-correlated,scen_1id_9_objs_700_size_1085_sets_84_k_20_overlap_60_fully-correlated.txt,700,2025.0,0.01
scenario 1,p_60,fully-correlated,scen_1id_9_objs_800_size_1240_sets_92_k_18_overlap_60_fully-correlated.txt,800,2216.0,0.01
scenario 1,p_60,not-correlated,scen_1id_10_objs_1000_size_1550_sets_93_k_18_overlap_60_not-correlated.txt,1000,2618.0,0.01
scenario 1,p_60,not-correlated,scen_1id_10_objs_300_size_465_sets_78_k_20_overlap_60_not-correlated.txt,300,1284.0,0.01
scenario 1,p_60,not-correlated,scen_1id_10_objs_500_size_775_sets_81_k_20_overlap_60_not-correlated.txt,500,1824.0,0.01
scenario 1,p_60,not-correlated,scen_1id_10_objs_700_size_1085_sets_89_k_20_overlap_60_not-correlated.txt,700,2250.0,0.02
scenario 1,p_60,not-correlated,scen_1id_10_objs_800_size_1240_sets_84_k_18_overlap_60_not-correlated.txt,800,2253.0,0.01
scenario 1,p_60,not-correlated,scen_1id_1_objs_1000_size_1550_sets_89_k_18_overlap_60_not-correlated.txt,1000,2491.0,0.01
scenario 1,p_60,not-correlated,scen_1id_1_objs_300_size_465_sets_76_k_20_overlap_60_not-correlated.txt,300,1316.0,0.00
scenario 1,p_60,not-correlated,scen_1id_1_objs_500_size_775_sets_83_k_20_overlap_60_not-correlated.txt,500,1885.0,0.01
scenario 1,p_60,not-correlated,scen_1id_1_objs_700_size_1085_sets_91_k_20_overlap_60_not-correlated.txt,700,2145.0,0.01
scenario 1,p_60,not-correlated,scen_1id_1_objs_800_size_1240_sets_85_k_18_overlap_60_not-correlated.txt,800,2229.0,0.01
scenario 1,p_60,not-correlated,scen_1id_2_objs_1000_size_1550_sets_87_k_18_overlap_60_not-correlated.txt,1000,2358.0,0.01
scenario 1,p_60,not-correlated,scen_1id_2_objs_300_size_465_sets_74_k_20_overlap_60_not-correlated.txt,300,1310.0,0.01
scenario 1,p_60,not-correlated,scen_1id_2_objs_500_size_775_sets_79_k_20_overlap_60_not-correlated.txt,500,1710.0,0.01
scenario 1,p_60,not-correlated,scen_1id_2_objs_700_size_1085_sets_80_k_20_overlap_60_not-correlated.txt,700,2146.0,0.01
scenario 1,p_60,not-correlated,scen_1id_2_objs_800_size_1240_sets_95_k_18_overlap_60_not-correlated.txt,800,2270.0,0.01
scenario 1,p_60,not-correlated,scen_1id_3_objs_1000_size_1550_sets_88_k_18_overlap_60_not-correlated.txt,1000,2463.0,0.01
scenario 1,p_60,not-correlated,scen_1id_3_objs_300_size_465_sets_74_k_20_overlap_60_not-correlated.txt,300,1276.0,0.01
scenario 1,p_60,not-correlated,scen_1id_3_objs_500_size_775_sets_80_k_20_overlap_60_not-correlated.txt,500,1876.0,0.01
scenario 1,p_60,not-correlated,scen_1id_3_objs_700_size_1085_sets_84_k_20_overlap_60_not-correlated.txt,700,2204.0,0.01
scenario 1,p_60,not-correlated,scen_1id_3_objs_800_size_1240_sets_96_k_18_overlap_60_not-correlated.txt,800,2330.0,0.01
scenario 1,p_60,not-correlated,scen_1id_4_objs_1000_size_1550_sets_97_k_18_overlap_60_not-correlated.txt,1000,2618.0,0.01
scenario 1,p_60,not-correlated,scen_1id_4_objs_300_size_465_sets_77_k_20_overlap_60_not-correlated.txt,300,1387.0,0.01
scenario 1,p_60,not-correlated,scen_1id_4_objs_500_size_775_sets_84_k_20_overlap_60_not-correlated.txt,500,1761.0,0.02
scenario 1,p_60,not-correlated,scen_1id_4_objs_700_size_1085_sets_86_k_20_overlap_60_not-correlated.txt,700,2178.0,0.01
scenario 1,p_60,not-correlated,scen_1id_4_objs_800_size_1240_sets_91_k_18_overlap_60_not-correlated.txt,800,2297.0,0.02
scenario 1,p_60,not-correlated,scen_1id_5_objs_1000_size_1550_sets_90_k_18_overlap_60_not-correlated.txt,1000,2438.0,0.01
scenario 1,p_60,not-correlated,scen_1id_5_objs_300_size_465_sets_78_k_20_overlap_60_not-correlated.txt,300,1211.0,0.02
scenario 1,p_60,not-correlated,scen_1id_5_objs_500_size_775_sets_84_k_20_overlap_60_not-correlated.txt,500,1853.0,0.02
scenario 1,p_60,not-correlated,scen_1id_5_objs_700_size_1085_sets_86_k_20_overlap_60_not-correlated.txt,700,2133.0,0.01
scenario 1,p_60,not-correlated,scen_1id_5_objs_800_size_1240_sets_86_k_18_overlap_60_not-correlated.txt,800,2307.0,0.01
scenario 1,p_60,not-correlated,scen_1id_6_objs_1000_size_1550_sets_93_k_18_overlap_60_not-correlated.txt,1000,2595.0,0.01
scenario 1,p_60,not-correlated,scen_1id_6_objs_300_size_465_sets_79_k_20_overlap_60_not-correlated.txt,300,1329.0,0.01
scenario 1,p_60,not-correlated,scen_1id_6_objs_500_size_775_sets_89_k_20_overlap_60_not-correlated.txt,500,1808.0,0.01
scenario 1,p_60,not-correlated,scen_1id_6_objs_700_size_1085_sets_84_k_20_overlap_60_not-correlated.txt,700,2190.0,0.03
scenario 1,p_60,not-correlated,scen_1id_6_objs_800_size_1240_sets_88_k_18_overlap_60_not-correlated.txt,800,2176.0,0.01
scenario 1,p_60,not-correlated,scen_1id_7_objs_1000_size_1550_sets_87_k_18_overlap_60_not-correlated.txt,1000,2415.0,0.01
scenario 1,p_60,not-correlated,scen_1id_7_objs_300_size_465_sets_73_k_20_overlap_60_not-correlated.txt,300,1275.0,0.01
scenario 1,p_60,not-correlated,scen_1id_7_objs_500_size_775_sets_75_k_20_overlap_60_not-correlated.txt,500,1768.0,0.01
scenario 1,p_60,not-correlated,scen_1id_7_objs_700_size_1085_sets_86_k_20_overlap_60_not-correlated.txt,700,2116.0,0.01
scenario 1,p_60,not-correlated,scen_1id_7_objs_800_size_1240_sets_89_k_18_overlap_60_not-correlated.txt,800,2263.0,0.01
scenario 1,p_60,not-correlated,scen_1id_8_objs_1000_size_1550_sets_86_k_18_overlap_60_not-correlated.txt,1000,2383.0,0.01
scenario 1,p_60,not-correlated,scen_1id_8_objs_300_size_465_sets_77_k_20_overlap_60_not-correlated.txt,300,1319.0,0.00
scenario 1,p_60,not-correlated,scen_1id_8_objs_500_size_775_sets_75_k_20_overlap_60_not-correlated.txt,500,1756.0,0.01
scenario 1,p_60,not-correlated,scen_1id_8_objs_700_size_1085_sets_84_k_20_overlap_60_not-correlated.txt,700,2223.0,0.01
scenario 1,p_60,not-correlated,scen_1id_8_objs_800_size_1240_sets_88_k_18_overlap_60_not-correlated.txt,800,2318.0,0.01
scenario 1,p_60,not-correlated,scen_1id_9_objs_1000_size_1550_sets_85_k_18_overlap_60_not-correlated.txt,1000,2439.0,0.01
scenario 1,p_60,not-correlated,scen_1id_9_objs_300_size_465_sets_72_k_20_overlap_60_not-correlated.txt,300,1228.0,0.01
scenario 1,p_60,not-correlated,scen_1id_9_objs_500_size_775_sets_87_k_20_overlap_60_not-correlated.txt,500,1726.0,0.01
scenario 1,p_60,not-correlated,scen_1id_9_objs_700_size_1085_sets_93_k_20_overlap_60_not-correlated.txt,700,2378.0,0.01
scenario 1,p_60,not-correlated,scen_1id_9_objs_800_size_1240_sets_93_k_18_overlap_60_not-correlated.txt,800,2400.0,0.01
scenario 2,p_20,correlated,scen_2id_10_objs_1000_size_1550_sets_36_k_18_overlap_20_correlated.txt,1000,2030.0,0.01
scenario 2,p_20,correlated,scen_2id_10_objs_300_size_465_sets_33_k_20_overlap_20_correlated.txt,300,973.0,0.01
scenario 2,p_20,correlated,scen_2id_10_objs_500_size_775_sets_38_k_20_overlap_20_correlated.txt,500,1326.0,0.00
scenario 2,p_20,correlated,scen_2id_10_objs_700_size_1085_sets_40_k_20_overlap_20_correlated.txt,700,1661.0,0.01
scenario 2,p_20,correlated,scen_2id_10_objs_800_size_1240_sets_38_k_18_overlap_20_correlated.txt,800,1782.0,0.01
scenario 2,p_20,correlated,scen_2id_1_objs_1000_size_1550_sets_40_k_18_overlap_20_correlated.txt,1000,2105.0,0.01
scenario 2,p_20,correlated,scen_2id_1_objs_300_size_465_sets_32_k_20_overlap_20_correlated.txt,300,965.0,0.00
scenario 2,p_20,correlated,scen_2id_1_objs_500_size_775_sets_35_k_20_overlap_20_correlated.txt,500,1303.0,0.01
scenario 2,p_20,correlated,scen_2id_1_objs_700_size_1085_sets_36_k_20_overlap_20_correlated.txt,700,1609.0,0.01
scenario 2,p_20,correlated,scen_2id_1_objs_800_size_1240_sets_38_k_18_overlap_20_correlated.txt,800,1772.0,0.01
scenario 2,p_20,correlated,scen_2id_2_objs_1000_size_1550_sets_42_k_18_overlap_20_correlated.txt,1000,2111.0,0.01
scenario 2,p_20,correlated,scen_2id_2_objs_300_size_465_sets_33_k_20_overlap_20_correlated.txt,300,964.0,0.01
scenario 2,p_20,correlated,scen_2id_2_objs_500_size_775_sets_40_k_20_overlap_20_correlated.txt,500,1343.0,0.01
scenario 2,p_20,correlated,scen_2id_2_objs_700_size_1085_sets_44_k_20_overlap_20_correlated.txt,700,1695.0,0.01
scenario 2,p_20,correlated,scen_2id_2_objs_800_size_1240_sets_47_k_18_overlap_20_correlated.txt,800,1872.0,0.01
scenario 2,p_20,correlated,scen_2id_3_objs_1000_size_1550_sets_38_k_18_overlap_20_correlated.txt,1000,2092.0,0.01
scenario 2,p_20,correlated,scen_2id_3_objs_300_size_465_sets_37_k_20_overlap_20_correlated.txt,300,1000.0,0.02
scenario 2,p_20,correlated,scen_2id_3_objs_500_size_775_sets_36_k_20_overlap_20_correlated.txt,500,1295.0,0.01
scenario 2,p_20,correlated,scen_2id_3_objs_700_size_1085_sets_36_k_20_overlap_20_correlated.txt,700,1625.0,0.01
scenario 2,p_20,correlated,scen_2id_3_objs_800_size_1240_sets_40_k_18_overlap_20_correlated.txt,800,1802.0,0.01
scenario 2,p_20,correlated,scen_2id_4_objs_1000_size_1550_sets_41_k_18_overlap_20_correlated.txt,1000,2092.0,0.01
scenario 2,p_20,correlated,scen_2id_4_objs_300_size_465_sets_39_k_20_overlap_20_correlated.txt,300,1001.0,0.01
scenario 2,p_20,correlated,scen_2id_4_objs_500_size_775_sets_32_k_20_overlap_20_correlated.txt,500,1263.0,0.00
scenario 2,p_20,correlated,scen_2id_4_objs_700_size_1085_sets_33_k_20_overlap_20_correlated.txt,700,1595.0,0.01
scenario 2,p_20,correlated,scen_2id_4_objs_800_size_1240_sets_44_k_18_overlap_20_correlated.txt,800,1842.0,0.01
scenario 2,p_20,correlated,scen_2id_5_objs_1000_size_1550_sets_39_k_18_overlap_20_correlated.txt,1000,2067.0,0.01
scenario 2,p_20,correlated,scen_2id_5_objs_300_size_465_sets_42_k_20_overlap_20_correlated.txt,300,1034.0,0.01
scenario 2,p_20,correlated,scen_2id_5_objs_500_size_775_sets_36_k_20_overlap_20_correlated.txt,500,1313.0,0.01
scenario 2,p_20,correlated,scen_2id_5_objs_700_size_1085_sets_36_k_20_overlap_20_correlated.txt,700,1590.0,0.01
scenario 2,p_20,correlated,scen_2id_5_objs_800_size_1240_sets_43_k_18_overlap_20_correlated.txt,800,1832.0,0.01
scenario 2,p_20,correlated,scen_2id_6_objs_1000_size_1550_sets_40_k_18_overlap_20_correlated.txt,1000,2066.0,0.01
scenario 2,p_20,correlated,scen_2id_6_objs_300_size_465_sets_39_k_20_overlap_20_correlated.txt,300,1016.0,0.04
scenario 2,p_20,correlated,scen_2id_6_objs_500_size_775_sets_41_k_20_overlap_20_correlated.txt,500,1365.0,0.01
scenario 2,p_20,correlated,scen_2id_6_objs_700_size_1085_sets_43_k_20_overlap_20_correlated.txt,700,1695.0,0.01
scenario 2,p_20,correlated,scen_2id_6_objs_800_size_1240_sets_36_k_18_overlap_20_correlated.txt,800,1752.0,0.01
scenario 2,p_20,correlated,scen_2id_7_objs_1000_size_1550_sets_44_k_18_overlap_20_correlated.txt,1000,2152.0,0.01
scenario 2,p_20,correlated,scen_2id_7_objs_300_size_465_sets_34_k_20_overlap_20_correlated.txt,300,985.0,0.00
scenario 2,p_20,correlated,scen_2id_7_objs_500_size_775_sets_37_k_20_overlap_20_correlated.txt,500,1314.0,0.01
scenario 2,p_20,correlated,scen_2id_7_objs_700_size_1085_sets_39_k_20_overlap_20_correlated.txt,700,1645.0,0.01
scenario 2,p_20,correlated,scen_2id_7_objs_800_size_1240_sets_35_k_18_overlap_20_correlated.txt,800,1752.0,0.01
scenario 2,p_20,correlated,scen_2id_8_objs_1000_size_1550_sets_38_k_18_overlap_20_correlated.txt,1000,2086.0,0.01
scenario 2,p_20,correlated,scen_2id_8_objs_300_size_465_sets_35_k_20_overlap_20_correlated.txt,300,992.0,0.02
scenario 2,p_20,correlated,scen_2id_8_objs_500_size_775_sets_36_k_20_overlap_20_correlated.txt,500,1293.0,0.01
scenario 2,p_20,correlated,scen_2id_8_objs_700_size_1085_sets_35_k_20_overlap_20_correlated.txt,700,1608.0,0.01
scenario 2,p_20,correlated,scen_2id_8_objs_800_size_1240_sets_38_k_18_overlap_20_correlated.txt,800,1766.0,0.01
scenario 2,p_20,correlated,scen_2id_9_objs_1000_size_1550_sets_35_k_18_overlap_20_correlated.txt,1000,2036.0,0.01
scenario 2,p_20,correlated,scen_2id_9_objs_300_size_465_sets_34_k_20_overlap_20_correlated.txt,300,983.0,0.00
scenario 2,p_20,correlated,scen_2id_9_objs_500_size_775_sets_36_k_20_overlap_20_correlated.txt,500,1309.0,0.01
scenario 2,p_20,correlated,scen_2id_9_objs_700_size_1085_sets_38_k_20_overlap_20_correlated.txt,700,1645.0,0.01
scenario 2,p_20,correlated,scen_2id_9_objs_800_size_1240_sets_36_k_18_overlap_20_correlated.txt,800,1762.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_10_objs_1000_size_1550_sets_41_k_18_overlap_20_fully-correlated.txt,1000,2122.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_10_objs_300_size_465_sets_30_k_20_overlap_20_fully-correlated.txt,300,905.0,0.00
scenario 2,p_20,fully-correlated,scen_2id_10_objs_500_size_775_sets_35_k_20_overlap_20_fully-correlated.txt,500,1285.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_10_objs_700_size_1085_sets_34_k_20_overlap_20_fully-correlated.txt,700,1605.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_10_objs_800_size_1240_sets_41_k_18_overlap_20_fully-correlated.txt,800,1812.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_1_objs_1000_size_1550_sets_37_k_18_overlap_20_fully-correlated.txt,1000,2063.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_1_objs_300_size_465_sets_39_k_20_overlap_20_fully-correlated.txt,300,985.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_1_objs_500_size_775_sets_40_k_20_overlap_20_fully-correlated.txt,500,1335.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_1_objs_700_size_1085_sets_36_k_20_overlap_20_fully-correlated.txt,700,1625.0,0.00
scenario 2,p_20,fully-correlated,scen_2id_1_objs_800_size_1240_sets_41_k_18_overlap_20_fully-correlated.txt,800,1812.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_2_objs_1000_size_1550_sets_35_k_18_overlap_20_fully-correlated.txt,1000,2062.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_2_objs_300_size_465_sets_34_k_20_overlap_20_fully-correlated.txt,300,945.0,0.00
scenario 2,p_20,fully-correlated,scen_2id_2_objs_500_size_775_sets_39_k_20_overlap_20_fully-correlated.txt,500,1325.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_2_objs_700_size_1085_sets_40_k_20_overlap_20_fully-correlated.txt,700,1665.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_2_objs_800_size_1240_sets_31_k_18_overlap_20_fully-correlated.txt,800,1712.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_3_objs_1000_size_1550_sets_42_k_18_overlap_20_fully-correlated.txt,1000,2132.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_3_objs_300_size_465_sets_34_k_20_overlap_20_fully-correlated.txt,300,945.0,0.00
scenario 2,p_20,fully-correlated,scen_2id_3_objs_500_size_775_sets_39_k_20_overlap_20_fully-correlated.txt,500,1315.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_3_objs_700_size_1085_sets_40_k_20_overlap_20_fully-correlated.txt,700,1665.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_3_objs_800_size_1240_sets_40_k_18_overlap_20_fully-correlated.txt,800,1802.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_4_objs_1000_size_1550_sets_53_k_18_overlap_20_fully-correlated.txt,1000,2242.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_4_objs_300_size_465_sets_36_k_20_overlap_20_fully-correlated.txt,300,965.0,0.00
scenario 2,p_20,fully-correlated,scen_2id_4_objs_500_size_775_sets_44_k_20_overlap_20_fully-correlated.txt,500,1375.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_4_objs_700_size_1085_sets_33_k_20_overlap_20_fully-correlated.txt,700,1595.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_4_objs_800_size_1240_sets_38_k_18_overlap_20_fully-correlated.txt,800,1782.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_5_objs_1000_size_1550_sets_42_k_18_overlap_20_fully-correlated.txt,1000,2132.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_5_objs_300_size_465_sets_38_k_20_overlap_20_fully-correlated.txt,300,984.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_5_objs_500_size_775_sets_35_k_20_overlap_20_fully-correlated.txt,500,1285.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_5_objs_700_size_1085_sets_39_k_20_overlap_20_fully-correlated.txt,700,1655.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_5_objs_800_size_1240_sets_33_k_18_overlap_20_fully-correlated.txt,800,1732.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_6_objs_1000_size_1550_sets_41_k_18_overlap_20_fully-correlated.txt,1000,2122.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_6_objs_300_size_465_sets_34_k_20_overlap_20_fully-correlated.txt,300,945.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_6_objs_500_size_775_sets_34_k_20_overlap_20_fully-correlated.txt,500,1265.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_6_objs_700_size_1085_sets_37_k_20_overlap_20_fully-correlated.txt,700,1635.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_6_objs_800_size_1240_sets_40_k_18_overlap_20_fully-correlated.txt,800,1802.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_7_objs_1000_size_1550_sets_46_k_18_overlap_20_fully-correlated.txt,1000,2172.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_7_objs_300_size_465_sets_36_k_20_overlap_20_fully-correlated.txt,300,955.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_7_objs_500_size_775_sets_45_k_20_overlap_20_fully-correlated.txt,500,1385.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_7_objs_700_size_1085_sets_44_k_20_overlap_20_fully-correlated.txt,700,1705.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_7_objs_800_size_1240_sets_36_k_18_overlap_20_fully-correlated.txt,800,1762.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_8_objs_1000_size_1550_sets_40_k_18_overlap_20_fully-correlated.txt,1000,2112.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_8_objs_300_size_465_sets_34_k_20_overlap_20_fully-correlated.txt,300,935.0,0.00
scenario 2,p_20,fully-correlated,scen_2id_8_objs_500_size_775_sets_33_k_20_overlap_20_fully-correlated.txt,500,1265.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_8_objs_700_size_1085_sets_42_k_20_overlap_20_fully-correlated.txt,700,1675.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_8_objs_800_size_1240_sets_38_k_18_overlap_20_fully-correlated.txt,800,1782.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_9_objs_1000_size_1550_sets_40_k_18_overlap_20_fully-correlated.txt,1000,2112.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_9_objs_300_size_465_sets_31_k_20_overlap_20_fully-correlated.txt,300,915.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_9_objs_500_size_775_sets_33_k_20_overlap_20_fully-correlated.txt,500,1265.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_9_objs_700_size_1085_sets_37_k_20_overlap_20_fully-correlated.txt,700,1635.0,0.01
scenario 2,p_20,fully-correlated,scen_2id_9_objs_800_size_1240_sets_41_k_18_overlap_20_fully-correlated.txt,800,1812.0,0.01
scenario 2,p_20,not-correlated,scen_2id_10_objs_1000_size_1550_sets_40_k_18_overlap_20_not-correlated.txt,1000,1599.0,0.01
scenario 2,p_20,not-correlated,scen_2id_10_objs_300_size_465_sets_35_k_20_overlap_20_not-correlated.txt,300,1155.0,0.01
scenario 2,p_20,not-correlated,scen_2id_10_objs_500_size_775_sets_37_k_20_overlap_20_not-correlated.txt,500,1440.0,0.00
scenario 2,p_20,not-correlated,scen_2id_10_objs_700_size_1085_sets_39_k_20_overlap_20_not-correlated.txt,700,1547.0,0.01
scenario 2,p_20,not-correlated,scen_2id_10_objs_800_size_1240_sets_36_k_18_overlap_20_not-correlated.txt,800,1459.0,0.01
scenario 2,p_20,not-correlated,scen_2id_1_objs_1000_size_1550_sets_37_k_18_overlap_20_not-correlated.txt,1000,1513.0,0.01
scenario 2,p_20,not-correlated,scen_2id_1_objs_300_size_465_sets_35_k_20_overlap_20_not-correlated.txt,300,1083.0,0.01
scenario 2,p_20,not-correlated,scen_2id_1_objs_500_size_775_sets_35_k_20_overlap_20_not-correlated.txt,500,1416.0,0.01
scenario 2,p_20,not-correlated,scen_2id_1_objs_700_size_1085_sets_46_k_20_overlap_20_not-correlated.txt,700,1630.0,0.01
scenario 2,p_20,not-correlated,scen_2id_1_objs_800_size_1240_sets_36_k_18_overlap_20_not-correlated.txt,800,1434.0,0.01
scenario 2,p_20,not-correlated,scen_2id_2_objs_1000_size_1550_sets_36_k_18_overlap_20_not-correlated.txt,1000,1456.0,0.01
scenario 2,p_20,not-correlated,scen_2id_2_objs_300_size_465_sets_36_k_20_overlap_20_not-correlated.txt,300,1241.0,0.01
scenario 2,p_20,not-correlated,scen_2id_2_objs_500_size_775_sets_35_k_20_overlap_20_not-correlated.txt,500,1364.0,0.00
scenario 2,p_20,not-correlated,scen_2id_2_objs_700_size_1085_sets_37_k_20_overlap_20_not-correlated.txt,700,1459.0,0.01
scenario 2,p_20,not-correlated,scen_2id_2_objs_800_size_1240_sets_41_k_18_overlap_20_not-correlated.txt,800,1573.0,0.01
scenario 2,p_20,not-correlated,scen_2id_3_objs_1000_size_1550_sets_34_k_18_overlap_20_not-correlated.txt,1000,1462.0,0.01
scenario 2,p_20,not-correlated,scen_2id_3_objs_300_size_465_sets_35_k_20_overlap_20_not-correlated.txt,300,1075.0,0.00
scenario 2,p_20,not-correlated,scen_2id_3_objs_500_size_775_sets_33_k_20_overlap_20_not-correlated.txt,500,1343.0,0.00
scenario 2,p_20,not-correlated,scen_2id_3_objs_700_size_1085_sets_38_k_20_overlap_20_not-correlated.txt,700,1481.0,0.01
scenario 2,p_20,not-correlated,scen_2id_3_objs_800_size_1240_sets_42_k_18_overlap_20_not-correlated.txt,800,1603.0,0.01
scenario 2,p_20,not-correlated,scen_2id_4_objs_1000_size_1550_sets_45_k_18_overlap_20_not-correlated.txt,1000,1708.0,0.01
scenario 2,p_20,not-correlated,scen_2id_4_objs_300_size_465_sets_35_k_20_overlap_20_not-correlated.txt,300,1261.0,0.01
scenario 2,p_20,not-correlated,scen_2id_4_objs_500_size_775_sets_39_k_20_overlap_20_not-correlated.txt,500,1419.0,0.01
scenario 2,p_20,not-correlated,scen_2id_4_objs_700_size_1085_sets_35_k_20_overlap_20_not-correlated.txt,700,1463.0,0.00
scenario 2,p_20,not-correlated,scen_2id_4_objs_800_size_1240_sets_35_k_18_overlap_20_not-correlated.txt,800,1435.0,0.01
scenario 2,p_20,not-correlated,scen_2id_5_objs_1000_size_1550_sets_36_k_18_overlap_20_not-correlated.txt,1000,1508.0,0.01
scenario 2,p_20,not-correlated,scen_2id_5_objs_300_size_465_sets_40_k_20_overlap_20_not-correlated.txt,300,1218.0,0.01
scenario 2,p_20,not-correlated,scen_2id_5_objs_500_size_775_sets_40_k_20_overlap_20_not-correlated.txt,500,1490.0,0.01
scenario 2,p_20,not-correlated,scen_2id_5_objs_700_size_1085_sets_36_k_20_overlap_20_not-correlated.txt,700,1440.0,0.01
scenario 2,p_20,not-correlated,scen_2id_5_objs_800_size_1240_sets_41_k_18_overlap_20_not-correlated.txt,800,1568.0,0.01
scenario 2,p_20,not-correlated,scen_2id_6_objs_1000_size_1550_sets_40_k_18_overlap_20_not-correlated.txt,1000,1601.0,0.01
scenario 2,p_20,not-correlated,scen_2id_6_objs_300_size_465_sets_38_k_20_overlap_20_not-correlated.txt,300,1193.0,0.00
scenario 2,p_20,not-correlated,scen_2id_6_objs_500_size_775_sets_38_k_20_overlap_20_not-correlated.txt,500,1503.0,0.00
scenario 2,p_20,not-correlated,scen_2id_6_objs_700_size_1085_sets_35_k_20_overlap_20_not-correlated.txt,700,1436.0,0.01
scenario 2,p_20,not-correlated,scen_2id_6_objs_800_size_1240_sets_41_k_18_overlap_20_not-correlated.txt,800,1541.0,0.01
