scenario,p_overlap,corr_type,instance_file,n,obj_value,runtime
scenario 1,p_20,correlated,scen_1id_10_objs_1000_size_1550_sets_89_k_18_overlap_20_correlated.txt,1000,2602.0,0.06
scenario 1,p_20,correlated,scen_1id_10_objs_300_size_465_sets_77_k_20_overlap_20_correlated.txt,300,1205.0,0.02
scenario 1,p_20,correlated,scen_1id_10_objs_500_size_775_sets_83_k_20_overlap_20_correlated.txt,500,1755.0,0.01
scenario 1,p_20,correlated,scen_1id_10_objs_700_size_1085_sets_91_k_20_overlap_20_correlated.txt,700,2175.0,0.01
scenario 1,p_20,correlated,scen_1id_10_objs_800_size_1240_sets_94_k_18_overlap_20_correlated.txt,800,2342.0,0.01
scenario 1,p_20,correlated,scen_1id_1_objs_1000_size_1550_sets_89_k_18_overlap_20_correlated.txt,1000,2602.0,0.01
scenario 1,p_20,correlated,scen_1id_1_objs_300_size_465_sets_74_k_20_overlap_20_correlated.txt,300,1148.0,0.01
scenario 1,p_20,correlated,scen_1id_1_objs_500_size_775_sets_78_k_20_overlap_20_correlated.txt,500,1705.0,0.01
scenario 1,p_20,correlated,scen_1id_1_objs_700_size_1085_sets_82_k_20_overlap_20_correlated.txt,700,2085.0,0.01
scenario 1,p_20,correlated,scen_1id_1_objs_800_size_1240_sets_93_k_18_overlap_20_correlated.txt,800,2312.0,0.01
scenario 1,p_20,correlated,scen_1id_2_objs_1000_size_1550_sets_96_k_18_overlap_20_correlated.txt,1000,2662.0,0.01
scenario 1,p_20,correlated,scen_1id_2_objs_300_size_465_sets_79_k_20_overlap_20_correlated.txt,300,1212.0,0.01
scenario 1,p_20,correlated,scen_1id_2_objs_500_size_775_sets_83_k_20_overlap_20_correlated.txt,500,1748.0,0.01
scenario 1,p_20,correlated,scen_1id_2_objs_700_size_1085_sets_102_k_20_overlap_20_correlated.txt,700,2277.0,0.01
scenario 1,p_20,correlated,scen_1id_2_objs_800_size_1240_sets_100_k_18_overlap_20_correlated.txt,800,2402.0,0.01
scenario 1,p_20,correlated,scen_1id_3_objs_1000_size_1550_sets_89_k_18_overlap_20_correlated.txt,1000,2592.0,0.01
scenario 1,p_20,correlated,scen_1id_3_objs_300_size_465_sets_76_k_20_overlap_20_correlated.txt,300,1174.0,0.01
scenario 1,p_20,correlated,scen_1id_3_objs_500_size_775_sets_84_k_20_overlap_20_correlated.txt,500,1766.0,0.01
scenario 1,p_20,correlated,scen_1id_3_objs_700_size_1085_sets_86_k_20_overlap_20_correlated.txt,700,2112.0,0.01
scenario 1,p_20,correlated,scen_1id_3_objs_800_size_1240_sets_92_k_18_overlap_20_correlated.txt,800,2304.0,0.01
scenario 1,p_20,correlated,scen_1id_4_objs_1000_size_1550_sets_90_k_18_overlap_20_correlated.txt,1000,2602.0,0.01
scenario 1,p_20,correlated,scen_1id_4_objs_300_size_465_sets_78_k_20_overlap_20_correlated.txt,300,1155.0,0.01
scenario 1,p_20,correlated,scen_1id_4_objs_500_size_775_sets_81_k_20_overlap_20_correlated.txt,500,1718.0,0.00
scenario 1,p_20,correlated,scen_1id_4_objs_700_size_1085_sets_82_k_20_overlap_20_correlated.txt,700,2085.0,0.01
scenario 1,p_20,correlated,scen_1id_4_objs_800_size_1240_sets_99_k_18_overlap_20_correlated.txt,800,2372.0,0.01
scenario 1,p_20,correlated,scen_1id_5_objs_1000_size_1550_sets_84_k_18_overlap_20_correlated.txt,1000,2540.0,0.01
scenario 1,p_20,correlated,scen_1id_5_objs_300_size_465_sets_75_k_20_overlap_20_correlated.txt,300,1147.0,0.00
scenario 1,p_20,correlated,scen_1id_5_objs_500_size_775_sets_83_k_20_overlap_20_correlated.txt,500,1771.0,0.02
scenario 1,p_20,correlated,scen_1id_5_objs_700_size_1085_sets_80_k_20_overlap_20_correlated.txt,700,2065.0,0.01
scenario 1,p_20,correlated,scen_1id_5_objs_800_size_1240_sets_91_k_18_overlap_20_correlated.txt,800,2302.0,0.01
scenario 1,p_20,correlated,scen_1id_6_objs_1000_size_1550_sets_91_k_18_overlap_20_correlated.txt,1000,2622.0,0.01
scenario 1,p_20,correlated,scen_1id_6_objs_300_size_465_sets_78_k_20_overlap_20_correlated.txt,300,1169.0,0.01
scenario 1,p_20,correlated,scen_1id_6_objs_500_size_775_sets_87_k_20_overlap_20_correlated.txt,500,1764.0,0.01
scenario 1,p_20,correlated,scen_1id_6_objs_700_size_1085_sets_92_k_20_overlap_20_correlated.txt,700,2167.0,0.01
scenario 1,p_20,correlated,scen_1id_6_objs_800_size_1240_sets_87_k_18_overlap_20_correlated.txt,800,2262.0,0.01
scenario 1,p_20,correlated,scen_1id_7_objs_1000_size_1550_sets_96_k_18_overlap_20_correlated.txt,1000,2672.0,0.01
scenario 1,p_20,correlated,scen_1id_7_objs_300_size_465_sets_78_k_20_overlap_20_correlated.txt,300,1197.0,0.00
scenario 1,p_20,correlated,scen_1id_7_objs_500_size_775_sets_83_k_20_overlap_20_correlated.txt,500,1770.0,0.01
scenario 1,p_20,correlated,scen_1id_7_objs_700_size_1085_sets_88_k_20_overlap_20_correlated.txt,700,2145.0,0.01
scenario 1,p_20,correlated,scen_1id_7_objs_800_size_1240_sets_86_k_18_overlap_20_correlated.txt,800,2249.0,0.01
scenario 1,p_20,correlated,scen_1id_8_objs_1000_size_1550_sets_93_k_18_overlap_20_correlated.txt,1000,2642.0,0.01
scenario 1,p_20,correlated,scen_1id_8_objs_300_size_465_sets_76_k_20_overlap_20_correlated.txt,300,1204.0,0.01
scenario 1,p_20,correlated,scen_1id_8_objs_500_size_775_sets_83_k_20_overlap_20_correlated.txt,500,1763.0,0.01
scenario 1,p_20,correlated,scen_1id_8_objs_700_size_1085_sets_88_k_20_overlap_20_correlated.txt,700,2145.0,0.01
scenario 1,p_20,correlated,scen_1id_8_objs_800_size_1240_sets_81_k_18_overlap_20_correlated.txt,800,2212.0,0.01
scenario 1,p_20,correlated,scen_1id_9_objs_1000_size_1550_sets_85_k_18_overlap_20_correlated.txt,1000,2562.0,0.01
scenario 1,p_20,correlated,scen_1id_9_objs_300_size_465_sets_74_k_20_overlap_20_correlated.txt,300,1122.0,0.00
scenario 1,p_20,correlated,scen_1id_9_objs_500_size_775_sets_82_k_20_overlap_20_correlated.txt,500,1735.0,0.03
scenario 1,p_20,correlated,scen_1id_9_objs_700_size_1085_sets_90_k_20_overlap_20_correlated.txt,700,2150.0,0.01
scenario 1,p_20,correlated,scen_1id_9_objs_800_size_1240_sets_96_k_18_overlap_20_correlated.txt,800,2352.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_10_objs_1000_size_1550_sets_96_k_18_overlap_20_fully-correlated.txt,1000,2644.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_10_objs_300_size_465_sets_73_k_20_overlap_20_fully-correlated.txt,300,1152.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_10_objs_500_size_775_sets_79_k_20_overlap_20_fully-correlated.txt,500,1668.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_10_objs_700_size_1085_sets_82_k_20_overlap_20_fully-correlated.txt,700,2064.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_10_objs_800_size_1240_sets_93_k_18_overlap_20_fully-correlated.txt,800,2308.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_1_objs_1000_size_1550_sets_88_k_18_overlap_20_fully-correlated.txt,1000,2574.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_1_objs_300_size_465_sets_78_k_20_overlap_20_fully-correlated.txt,300,1155.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_1_objs_500_size_775_sets_87_k_20_overlap_20_fully-correlated.txt,500,1755.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_1_objs_700_size_1085_sets_92_k_20_overlap_20_fully-correlated.txt,700,2146.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_1_objs_800_size_1240_sets_94_k_18_overlap_20_fully-correlated.txt,800,2306.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_2_objs_1000_size_1550_sets_85_k_18_overlap_20_fully-correlated.txt,1000,2544.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_2_objs_300_size_465_sets_75_k_20_overlap_20_fully-correlated.txt,300,1182.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_2_objs_500_size_775_sets_85_k_20_overlap_20_fully-correlated.txt,500,1750.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_2_objs_700_size_1085_sets_84_k_20_overlap_20_fully-correlated.txt,700,2065.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_2_objs_800_size_1240_sets_81_k_18_overlap_20_fully-correlated.txt,800,2176.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_3_objs_1000_size_1550_sets_91_k_18_overlap_20_fully-correlated.txt,1000,2594.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_3_objs_300_size_465_sets_78_k_20_overlap_20_fully-correlated.txt,300,1194.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_3_objs_500_size_775_sets_88_k_20_overlap_20_fully-correlated.txt,500,1779.0,0.02
scenario 1,p_20,fully-correlated,scen_1id_3_objs_700_size_1085_sets_87_k_20_overlap_20_fully-correlated.txt,700,2095.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_3_objs_800_size_1240_sets_93_k_18_overlap_20_fully-correlated.txt,800,2296.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_4_objs_1000_size_1550_sets_113_k_18_overlap_20_fully-correlated.txt,1000,2825.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_4_objs_300_size_465_sets_75_k_20_overlap_20_fully-correlated.txt,300,1121.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_4_objs_500_size_775_sets_93_k_20_overlap_20_fully-correlated.txt,500,1783.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_4_objs_700_size_1085_sets_83_k_20_overlap_20_fully-correlated.txt,700,2035.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_4_objs_800_size_1240_sets_85_k_18_overlap_20_fully-correlated.txt,800,2216.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_5_objs_1000_size_1550_sets_99_k_18_overlap_20_fully-correlated.txt,1000,2684.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_5_objs_300_size_465_sets_78_k_20_overlap_20_fully-correlated.txt,300,1185.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_5_objs_500_size_775_sets_79_k_20_overlap_20_fully-correlated.txt,500,1683.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_5_objs_700_size_1085_sets_92_k_20_overlap_20_fully-correlated.txt,700,2145.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_5_objs_800_size_1240_sets_86_k_18_overlap_20_fully-correlated.txt,800,2226.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_6_objs_1000_size_1550_sets_95_k_18_overlap_20_fully-correlated.txt,1000,2644.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_6_objs_300_size_465_sets_75_k_20_overlap_20_fully-correlated.txt,300,1179.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_6_objs_500_size_775_sets_81_k_20_overlap_20_fully-correlated.txt,500,1705.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_6_objs_700_size_1085_sets_89_k_20_overlap_20_fully-correlated.txt,700,2115.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_6_objs_800_size_1240_sets_94_k_18_overlap_20_fully-correlated.txt,800,2296.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_7_objs_1000_size_1550_sets_96_k_18_overlap_20_fully-correlated.txt,1000,2654.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_7_objs_300_size_465_sets_78_k_20_overlap_20_fully-correlated.txt,300,1201.0,0.00
scenario 1,p_20,fully-correlated,scen_1id_7_objs_500_size_775_sets_93_k_20_overlap_20_fully-correlated.txt,500,1782.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_7_objs_700_size_1085_sets_97_k_20_overlap_20_fully-correlated.txt,700,2195.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_7_objs_800_size_1240_sets_86_k_18_overlap_20_fully-correlated.txt,800,2232.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_8_objs_1000_size_1550_sets_94_k_18_overlap_20_fully-correlated.txt,1000,2634.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_8_objs_300_size_465_sets_74_k_20_overlap_20_fully-correlated.txt,300,1127.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_8_objs_500_size_775_sets_83_k_20_overlap_20_fully-correlated.txt,500,1717.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_8_objs_700_size_1085_sets_94_k_20_overlap_20_fully-correlated.txt,700,2157.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_8_objs_800_size_1240_sets_87_k_18_overlap_20_fully-correlated.txt,800,2244.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_9_objs_1000_size_1550_sets_91_k_18_overlap_20_fully-correlated.txt,1000,2594.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_9_objs_300_size_465_sets_72_k_20_overlap_20_fully-correlated.txt,300,1134.0,0.02
scenario 1,p_20,fully-correlated,scen_1id_9_objs_500_size_775_sets_78_k_20_overlap_20_fully-correlated.txt,500,1662.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_9_objs_700_size_1085_sets_84_k_20_overlap_20_fully-correlated.txt,700,2065.0,0.01
scenario 1,p_20,fully-correlated,scen_1id_9_objs_800_size_1240_sets_92_k_18_overlap_20_fully-correlated.txt,800,2256.0,0.01
scenario 1,p_20,not-correlated,scen_1id_10_objs_1000_size_1550_sets_93_k_18_overlap_20_not-correlated.txt,1000,2895.0,0.01
scenario 1,p_20,not-correlated,scen_1id_10_objs_300_size_465_sets_78_k_20_overlap_20_not-correlated.txt,300,1427.0,0.00
scenario 1,p_20,not-correlated,scen_1id_10_objs_500_size_775_sets_81_k_20_overlap_20_not-correlated.txt,500,2186.0,0.01
scenario 1,p_20,not-correlated,scen_1id_10_objs_700_size_1085_sets_89_k_20_overlap_20_not-correlated.txt,700,2551.0,0.01
scenario 1,p_20,not-correlated,scen_1id_10_objs_800_size_1240_sets_84_k_18_overlap_20_not-correlated.txt,800,2555.0,0.01
scenario 1,p_20,not-correlated,scen_1id_1_objs_1000_size_1550_sets_89_k_18_overlap_20_not-correlated.txt,1000,2810.0,0.01
scenario 1,p_20,not-correlated,scen_1id_1_objs_300_size_465_sets_76_k_20_overlap_20_not-correlated.txt,300,1467.0,0.01
scenario 1,p_20,not-correlated,scen_1id_1_objs_500_size_775_sets_83_k_20_overlap_20_not-correlated.txt,500,2147.0,0.01
scenario 1,p_20,not-correlated,scen_1id_1_objs_700_size_1085_sets_91_k_20_overlap_20_not-correlated.txt,700,2483.0,0.01
scenario 1,p_20,not-correlated,scen_1id_1_objs_800_size_1240_sets_85_k_18_overlap_20_not-correlated.txt,800,2522.0,0.01
scenario 1,p_20,not-correlated,scen_1id_2_objs_1000_size_1550_sets_87_k_18_overlap_20_not-correlated.txt,1000,2688.0,0.01
scenario 1,p_20,not-correlated,scen_1id_2_objs_300_size_465_sets_74_k_20_overlap_20_not-correlated.txt,300,1434.0,0.01
scenario 1,p_20,not-correlated,scen_1id_2_objs_500_size_775_sets_79_k_20_overlap_20_not-correlated.txt,500,2148.0,0.00
scenario 1,p_20,not-correlated,scen_1id_2_objs_700_size_1085_sets_80_k_20_overlap_20_not-correlated.txt,700,2431.0,0.01
scenario 1,p_20,not-correlated,scen_1id_2_objs_800_size_1240_sets_95_k_18_overlap_20_not-correlated.txt,800,2754.0,0.01
scenario 1,p_20,not-correlated,scen_1id_3_objs_1000_size_1550_sets_88_k_18_overlap_20_not-correlated.txt,1000,2681.0,0.01
scenario 1,p_20,not-correlated,scen_1id_3_objs_300_size_465_sets_74_k_20_overlap_20_not-correlated.txt,300,1358.0,0.01
scenario 1,p_20,not-correlated,scen_1id_3_objs_500_size_775_sets_80_k_20_overlap_20_not-correlated.txt,500,2186.0,0.01
scenario 1,p_20,not-correlated,scen_1id_3_objs_700_size_1085_sets_84_k_20_overlap_20_not-correlated.txt,700,2499.0,0.01
scenario 1,p_20,not-correlated,scen_1id_3_objs_800_size_1240_sets_96_k_18_overlap_20_not-correlated.txt,800,2720.0,0.01
scenario 1,p_20,not-correlated,scen_1id_4_objs_1000_size_1550_sets_97_k_18_overlap_20_not-correlated.txt,1000,2982.0,0.01
scenario 1,p_20,not-correlated,scen_1id_4_objs_300_size_465_sets_77_k_20_overlap_20_not-correlated.txt,300,1572.0,0.01
scenario 1,p_20,not-correlated,scen_1id_4_objs_500_size_775_sets_84_k_20_overlap_20_not-correlated.txt,500,2009.0,0.01
scenario 1,p_20,not-correlated,scen_1id_4_objs_700_size_1085_sets_86_k_20_overlap_20_not-correlated.txt,700,2558.0,0.01
scenario 1,p_20,not-correlated,scen_1id_4_objs_800_size_1240_sets_91_k_18_overlap_20_not-correlated.txt,800,2736.0,0.01
scenario 1,p_20,not-correlated,scen_1id_5_objs_1000_size_1550_sets_90_k_18_overlap_20_not-correlated.txt,1000,2754.0,0.01
scenario 1,p_20,not-correlated,scen_1id_5_objs_300_size_465_sets_78_k_20_overlap_20_not-correlated.txt,300,1435.0,0.00
scenario 1,p_20,not-correlated,scen_1id_5_objs_500_size_775_sets_84_k_20_overlap_20_not-correlated.txt,500,2163.0,0.01
scenario 1,p_20,not-correlated,scen_1id_5_objs_700_size_1085_sets_86_k_20_overlap_20_not-correlated.txt,700,2550.0,0.01
scenario 1,p_20,not-correlated,scen_1id_5_objs_800_size_1240_sets_86_k_18_overlap_20_not-correlated.txt,800,2710.0,0.01
scenario 1,p_20,not-correlated,scen_1id_6_objs_1000_size_1550_sets_93_k_18_overlap_20_not-correlated.txt,1000,2910.0,0.01
scenario 1,p_20,not-correlated,scen_1id_6_objs_300_size_465_sets_79_k_20_overlap_20_not-correlated.txt,300,1468.0,0.01
scenario 1,p_20,not-correlated,scen_1id_6_objs_500_size_775_sets_89_k_20_overlap_20_not-correlated.txt,500,2155.0,0.01
scenario 1,p_20,not-correlated,scen_1id_6_objs_700_size_1085_sets_84_k_20_overlap_20_not-correlated.txt,700,2477.0,0.01
scenario 1,p_20,not-correlated,scen_1id_6_objs_800_size_1240_sets_88_k_18_overlap_20_not-correlated.txt,800,2569.0,0.01
scenario 1,p_20,not-correlated,scen_1id_7_objs_1000_size_1550_sets_87_k_18_overlap_20_not-correlated.txt,1000,2725.0,0.01
scenario 1,p_20,not-correlated,scen_1id_7_objs_300_size_465_sets_73_k_20_overlap_20_not-correlated.txt,300,1486.0,0.01
scenario 1,p_20,not-correlated,scen_1id_7_objs_500_size_775_sets_75_k_20_overlap_20_not-correlated.txt,500,2022.0,0.01
scenario 1,p_20,not-correlated,scen_1id_7_objs_700_size_1085_sets_86_k_20_overlap_20_not-correlated.txt,700,2524.0,0.01
scenario 1,p_20,not-correlated,scen_1id_7_objs_800_size_1240_sets_89_k_18_overlap_20_not-correlated.txt,800,2667.0,0.01
scenario 1,p_20,not-correlated,scen_1id_8_objs_1000_size_1550_sets_86_k_18_overlap_20_not-correlated.txt,1000,2758.0,0.01
scenario 1,p_20,not-correlated,scen_1id_8_objs_300_size_465_sets_77_k_20_overlap_20_not-correlated.txt,300,1441.0,0.01
scenario 1,p_20,not-correlated,scen_1id_8_objs_500_size_775_sets_75_k_20_overlap_20_not-correlated.txt,500,2054.0,0.01
scenario 1,p_20,not-correlated,scen_1id_8_objs_700_size_1085_sets_84_k_20_overlap_20_not-correlated.txt,700,2447.0,0.01
scenario 1,p_20,not-correlated,scen_1id_8_objs_800_size_1240_sets_88_k_18_overlap_20_not-correlated.txt,800,2755.0,0.01
scenario 1,p_20,not-correlated,scen_1id_9_objs_1000_size_1550_sets_85_k_18_overlap_20_not-correlated.txt,1000,2751.0,0.01
scenario 1,p_20,not-correlated,scen_1id_9_objs_300_size_465_sets_72_k_20_overlap_20_not-correlated.txt,300,1410.0,0.00
scenario 1,p_20,not-correlated,scen_1id_9_objs_500_size_775_sets_87_k_20_overlap_20_not-correlated.txt,500,2063.0,0.01
scenario 1,p_20,not-correlated,scen_1id_9_objs_700_size_1085_sets_93_k_20_overlap_20_not-correlated.txt,700,2723.0,0.01
scenario 1,p_20,not-correlated,scen_1id_9_objs_800_size_1240_sets_93_k_18_overlap_20_not-correlated.txt,800,2772.0,0.01
scenario 1,p_40,correlated,scen_1id_10_objs_1000_size_1550_sets_89_k_18_overlap_40_correlated.txt,1000,2602.0,0.01
scenario 1,p_40,correlated,scen_1id_10_objs_300_size_465_sets_77_k_20_overlap_40_correlated.txt,300,1182.0,0.00
scenario 1,p_40,correlated,scen_1id_10_objs_500_size_775_sets_83_k_20_overlap_40_correlated.txt,500,1696.0,0.01
scenario 1,p_40,correlated,scen_1id_10_objs_700_size_1085_sets_91_k_20_overlap_40_correlated.txt,700,2145.0,0.01
scenario 1,p_40,correlated,scen_1id_10_objs_800_size_1240_sets_94_k_18_overlap_40_correlated.txt,800,2322.0,0.01
scenario 1,p_40,correlated,scen_1id_1_objs_1000_size_1550_sets_89_k_18_overlap_40_correlated.txt,1000,2592.0,0.01
scenario 1,p_40,correlated,scen_1id_1_objs_300_size_465_sets_74_k_20_overlap_40_correlated.txt,300,1084.0,0.01
scenario 1,p_40,correlated,scen_1id_1_objs_500_size_775_sets_78_k_20_overlap_40_correlated.txt,500,1679.0,0.02
scenario 1,p_40,correlated,scen_1id_1_objs_700_size_1085_sets_82_k_20_overlap_40_correlated.txt,700,2085.0,0.01
scenario 1,p_40,correlated,scen_1id_1_objs_800_size_1240_sets_93_k_18_overlap_40_correlated.txt,800,2302.0,0.01
scenario 1,p_40,correlated,scen_1id_2_objs_1000_size_1550_sets_96_k_18_overlap_40_correlated.txt,1000,2645.0,0.01
scenario 1,p_40,correlated,scen_1id_2_objs_300_size_465_sets_79_k_20_overlap_40_correlated.txt,300,1164.0,0.01
scenario 1,p_40,correlated,scen_1id_2_objs_500_size_775_sets_83_k_20_overlap_40_correlated.txt,500,1709.0,0.03
scenario 1,p_40,correlated,scen_1id_2_objs_700_size_1085_sets_102_k_20_overlap_40_correlated.txt,700,2246.0,0.01
scenario 1,p_40,correlated,scen_1id_2_objs_800_size_1240_sets_100_k_18_overlap_40_correlated.txt,800,2392.0,0.01
scenario 1,p_40,correlated,scen_1id_3_objs_1000_size_1550_sets_89_k_18_overlap_40_correlated.txt,1000,2602.0,0.01
scenario 1,p_40,correlated,scen_1id_3_objs_300_size_465_sets_76_k_20_overlap_40_correlated.txt,300,1113.0,0.03
scenario 1,p_40,correlated,scen_1id_3_objs_500_size_775_sets_84_k_20_overlap_40_correlated.txt,500,1695.0,0.01
scenario 1,p_40,correlated,scen_1id_3_objs_700_size_1085_sets_86_k_20_overlap_40_correlated.txt,700,2098.0,0.01
scenario 1,p_40,correlated,scen_1id_3_objs_800_size_1240_sets_92_k_18_overlap_40_correlated.txt,800,2313.0,0.01
scenario 1,p_40,correlated,scen_1id_4_objs_1000_size_1550_sets_90_k_18_overlap_40_correlated.txt,1000,2602.0,0.01
scenario 1,p_40,correlated,scen_1id_4_objs_300_size_465_sets_78_k_20_overlap_40_correlated.txt,300,1130.0,0.01
scenario 1,p_40,correlated,scen_1id_4_objs_500_size_775_sets_81_k_20_overlap_40_correlated.txt,500,1693.0,0.02
scenario 1,p_40,correlated,scen_1id_4_objs_700_size_1085_sets_82_k_20_overlap_40_correlated.txt,700,2082.0,0.01
scenario 1,p_40,correlated,scen_1id_4_objs_800_size_1240_sets_99_k_18_overlap_40_correlated.txt,800,2369.0,0.01
scenario 1,p_40,correlated,scen_1id_5_objs_1000_size_1550_sets_84_k_18_overlap_40_correlated.txt,1000,2539.0,0.01
scenario 1,p_40,correlated,scen_1id_5_objs_300_size_465_sets_75_k_20_overlap_40_correlated.txt,300,1093.0,0.01
scenario 1,p_40,correlated,scen_1id_5_objs_500_size_775_sets_83_k_20_overlap_40_correlated.txt,500,1732.0,0.03
scenario 1,p_40,correlated,scen_1id_5_objs_700_size_1085_sets_80_k_20_overlap_40_correlated.txt,700,2055.0,0.01
scenario 1,p_40,correlated,scen_1id_5_objs_800_size_1240_sets_91_k_18_overlap_40_correlated.txt,800,2281.0,0.01
scenario 1,p_40,correlated,scen_1id_6_objs_1000_size_1550_sets_91_k_18_overlap_40_correlated.txt,1000,2612.0,0.01
scenario 1,p_40,correlated,scen_1id_6_objs_300_size_465_sets_78_k_20_overlap_40_correlated.txt,300,1121.0,0.01
scenario 1,p_40,correlated,scen_1id_6_objs_500_size_775_sets_87_k_20_overlap_40_correlated.txt,500,1728.0,0.01
scenario 1,p_40,correlated,scen_1id_6_objs_700_size_1085_sets_92_k_20_overlap_40_correlated.txt,700,2144.0,0.01
scenario 1,p_40,correlated,scen_1id_6_objs_800_size_1240_sets_87_k_18_overlap_40_correlated.txt,800,2272.0,0.01
scenario 1,p_40,correlated,scen_1id_7_objs_1000_size_1550_sets_96_k_18_overlap_40_correlated.txt,1000,2668.0,0.01
scenario 1,p_40,correlated,scen_1id_7_objs_300_size_465_sets_78_k_20_overlap_40_correlated.txt,300,1157.0,0.01
scenario 1,p_40,correlated,scen_1id_7_objs_500_size_775_sets_83_k_20_overlap_40_correlated.txt,500,1705.0,0.01
scenario 1,p_40,correlated,scen_1id_7_objs_700_size_1085_sets_88_k_20_overlap_40_correlated.txt,700,2125.0,0.01
scenario 1,p_40,correlated,scen_1id_7_objs_800_size_1240_sets_86_k_18_overlap_40_correlated.txt,800,2246.0,0.01
scenario 1,p_40,correlated,scen_1id_8_objs_1000_size_1550_sets_93_k_18_overlap_40_correlated.txt,1000,2622.0,0.01
scenario 1,p_40,correlated,scen_1id_8_objs_300_size_465_sets_76_k_20_overlap_40_correlated.txt,300,1141.0,0.01
scenario 1,p_40,correlated,scen_1id_8_objs_500_size_775_sets_83_k_20_overlap_40_correlated.txt,500,1708.0,0.02
scenario 1,p_40,correlated,scen_1id_8_objs_700_size_1085_sets_88_k_20_overlap_40_correlated.txt,700,2132.0,0.01
scenario 1,p_40,correlated,scen_1id_8_objs_800_size_1240_sets_81_k_18_overlap_40_correlated.txt,800,2202.0,0.01
scenario 1,p_40,correlated,scen_1id_9_objs_1000_size_1550_sets_85_k_18_overlap_40_correlated.txt,1000,2552.0,0.01
scenario 1,p_40,correlated,scen_1id_9_objs_300_size_465_sets_74_k_20_overlap_40_correlated.txt,300,1078.0,0.01
scenario 1,p_40,correlated,scen_1id_9_objs_500_size_775_sets_82_k_20_overlap_40_correlated.txt,500,1671.0,0.00
scenario 1,p_40,correlated,scen_1id_9_objs_700_size_1085_sets_90_k_20_overlap_40_correlated.txt,700,2129.0,0.01
scenario 1,p_40,correlated,scen_1id_9_objs_800_size_1240_sets_96_k_18_overlap_40_correlated.txt,800,2342.0,0.01
scenario 1,p_40,fully-correlated,scen_1id_10_objs_1000_size_1550_sets_96_k_18_overlap_40_fully-correlated.txt,1000,2644.0,0.01
scenario 1,p_40,fully-correlated,scen_1id_10_objs_300_size_465_sets_73_k_20_overlap_40_fully-correlated.txt,300,1107.0,0.00
scenario 1,p_40,fully-correlated,scen_1id_10_objs_500_size_775_sets_79_k_20_overlap_40_fully-correlated.txt,500,1643.0,0.01
scenario 1,p_40,fully-correlated,scen_1id_10_objs_700_size_1085_sets_82_k_20_overlap_40_fully-correlated.txt,700,2057.0,0.01
scenario 1,p_40,fully-correlated,scen_1id_10_objs_800_size_1240_sets_93_k_18_overlap_40_fully-correlated.txt,800,2265.0,0.01
scenario 1,p_40,fully-correlated,scen_1id_1_objs_1000_size_1550_sets_88_k_18_overlap_40_fully-correlated.txt,1000,2564.0,0.01
