scenario,p_overlap,corr_type,instance_file,n,obj_disjoint,obj_overlap,runtime
scenario 1,p_60,not-correlated,scen_1id_10_objs_800_size_1240_sets_84_k_18_overlap_60_not-correlated.txt,800,3610.00,,0.60
scenario 1,p_60,not-correlated,scen_1id_1_objs_1000_size_1550_sets_89_k_18_overlap_60_not-correlated.txt,1000,4448.00,,1.07
scenario 1,p_60,not-correlated,scen_1id_1_objs_300_size_465_sets_76_k_20_overlap_60_not-correlated.txt,300,1463.00,,0.09
scenario 1,p_60,not-correlated,scen_1id_1_objs_500_size_775_sets_83_k_20_overlap_60_not-correlated.txt,500,2456.00,,0.20
scenario 1,p_60,not-correlated,scen_1id_1_objs_700_size_1085_sets_91_k_20_overlap_60_not-correlated.txt,700,3017.00,,0.46
scenario 1,p_60,not-correlated,scen_1id_1_objs_800_size_1240_sets_85_k_18_overlap_60_not-correlated.txt,800,3626.00,,0.64
scenario 1,p_60,not-correlated,scen_1id_2_objs_1000_size_1550_sets_87_k_18_overlap_60_not-correlated.txt,1000,4429.00,,1.09
scenario 1,p_60,not-correlated,scen_1id_2_objs_300_size_465_sets_74_k_20_overlap_60_not-correlated.txt,300,1341.00,,0.14
scenario 1,p_60,not-correlated,scen_1id_2_objs_500_size_775_sets_79_k_20_overlap_60_not-correlated.txt,500,2502.00,,0.22
scenario 1,p_60,not-correlated,scen_1id_2_objs_700_size_1085_sets_80_k_20_overlap_60_not-correlated.txt,700,3072.00,,0.42
scenario 1,p_60,not-correlated,scen_1id_2_objs_800_size_1240_sets_95_k_18_overlap_60_not-correlated.txt,800,3651.00,,0.56
scenario 1,p_60,not-correlated,scen_1id_3_objs_1000_size_1550_sets_88_k_18_overlap_60_not-correlated.txt,1000,4630.00,,1.15
scenario 1,p_60,not-correlated,scen_1id_3_objs_300_size_465_sets_74_k_20_overlap_60_not-correlated.txt,300,1371.00,,0.09
scenario 1,p_60,not-correlated,scen_1id_3_objs_500_size_775_sets_80_k_20_overlap_60_not-correlated.txt,500,2289.00,,0.21
scenario 1,p_60,not-correlated,scen_1id_3_objs_700_size_1085_sets_84_k_20_overlap_60_not-correlated.txt,700,3115.00,,0.43
scenario 1,p_60,not-correlated,scen_1id_3_objs_800_size_1240_sets_96_k_18_overlap_60_not-correlated.txt,800,3567.00,,0.66
scenario 1,p_60,not-correlated,scen_1id_4_objs_1000_size_1550_sets_97_k_18_overlap_60_not-correlated.txt,1000,4531.00,,1.14
scenario 1,p_60,not-correlated,scen_1id_4_objs_300_size_465_sets_77_k_20_overlap_60_not-correlated.txt,300,1695.00,,0.09
scenario 1,p_60,not-correlated,scen_1id_4_objs_500_size_775_sets_84_k_20_overlap_60_not-correlated.txt,500,2153.00,,0.22
scenario 1,p_60,not-correlated,scen_1id_4_objs_700_size_1085_sets_86_k_20_overlap_60_not-correlated.txt,700,3181.00,,0.51
scenario 1,p_60,not-correlated,scen_1id_4_objs_800_size_1240_sets_91_k_18_overlap_60_not-correlated.txt,800,3699.00,,0.52
scenario 1,p_60,not-correlated,scen_1id_5_objs_1000_size_1550_sets_90_k_18_overlap_60_not-correlated.txt,1000,4378.00,,1.20
scenario 1,p_60,not-correlated,scen_1id_5_objs_300_size_465_sets_78_k_20_overlap_60_not-correlated.txt,300,1430.00,,0.09
scenario 1,p_60,not-correlated,scen_1id_5_objs_500_size_775_sets_84_k_20_overlap_60_not-correlated.txt,500,2352.00,,0.27
scenario 1,p_60,not-correlated,scen_1id_5_objs_700_size_1085_sets_86_k_20_overlap_60_not-correlated.txt,700,3217.00,,0.45
scenario 1,p_60,not-correlated,scen_1id_5_objs_800_size_1240_sets_86_k_18_overlap_60_not-correlated.txt,800,3703.00,,0.52
scenario 1,p_60,not-correlated,scen_1id_6_objs_1000_size_1550_sets_93_k_18_overlap_60_not-correlated.txt,1000,4595.00,,1.22
scenario 1,p_60,not-correlated,scen_1id_6_objs_300_size_465_sets_79_k_20_overlap_60_not-correlated.txt,300,1542.00,,0.10
scenario 1,p_60,not-correlated,scen_1id_6_objs_500_size_775_sets_89_k_20_overlap_60_not-correlated.txt,500,2351.00,,0.22
scenario 1,p_60,not-correlated,scen_1id_6_objs_700_size_1085_sets_84_k_20_overlap_60_not-correlated.txt,700,3132.00,,0.51
scenario 1,p_60,not-correlated,scen_1id_6_objs_800_size_1240_sets_88_k_18_overlap_60_not-correlated.txt,800,3777.00,,0.66
scenario 1,p_60,not-correlated,scen_1id_7_objs_1000_size_1550_sets_87_k_18_overlap_60_not-correlated.txt,1000,4534.00,,1.42
scenario 1,p_60,not-correlated,scen_1id_7_objs_300_size_465_sets_73_k_20_overlap_60_not-correlated.txt,300,1452.00,,0.11
scenario 1,p_60,not-correlated,scen_1id_7_objs_500_size_775_sets_75_k_20_overlap_60_not-correlated.txt,500,2435.00,,0.26
scenario 1,p_60,not-correlated,scen_1id_7_objs_700_size_1085_sets_86_k_20_overlap_60_not-correlated.txt,700,3298.00,,0.57
scenario 1,p_60,not-correlated,scen_1id_7_objs_800_size_1240_sets_89_k_18_overlap_60_not-correlated.txt,800,3640.00,,0.65
scenario 1,p_60,not-correlated,scen_1id_8_objs_1000_size_1550_sets_86_k_18_overlap_60_not-correlated.txt,1000,4710.00,,1.07
scenario 1,p_60,not-correlated,scen_1id_8_objs_300_size_465_sets_77_k_20_overlap_60_not-correlated.txt,300,1393.00,,0.13
scenario 1,p_60,not-correlated,scen_1id_8_objs_500_size_775_sets_75_k_20_overlap_60_not-correlated.txt,500,2433.00,,0.27
scenario 1,p_60,not-correlated,scen_1id_8_objs_700_size_1085_sets_84_k_20_overlap_60_not-correlated.txt,700,3258.00,,0.53
scenario 1,p_60,not-correlated,scen_1id_8_objs_800_size_1240_sets_88_k_18_overlap_60_not-correlated.txt,800,3728.00,,0.75
scenario 1,p_60,not-correlated,scen_1id_9_objs_1000_size_1550_sets_85_k_18_overlap_60_not-correlated.txt,1000,4561.00,,1.35
scenario 1,p_60,not-correlated,scen_1id_9_objs_300_size_465_sets_72_k_20_overlap_60_not-correlated.txt,300,1412.00,,0.12
scenario 1,p_60,not-correlated,scen_1id_9_objs_500_size_775_sets_87_k_20_overlap_60_not-correlated.txt,500,2296.00,,0.28
scenario 1,p_60,not-correlated,scen_1id_9_objs_700_size_1085_sets_93_k_20_overlap_60_not-correlated.txt,700,3096.00,,0.51
scenario 1,p_60,not-correlated,scen_1id_9_objs_800_size_1240_sets_93_k_18_overlap_60_not-correlated.txt,800,3491.00,,0.64
scenario 2,p_20,correlated,scen_2id_10_objs_1000_size_1550_sets_36_k_18_overlap_20_correlated.txt,1000,2953.00,,7.43
scenario 2,p_20,correlated,scen_2id_10_objs_300_size_465_sets_33_k_20_overlap_20_correlated.txt,300,1003.00,,0.39
scenario 2,p_20,correlated,scen_2id_10_objs_500_size_775_sets_38_k_20_overlap_20_correlated.txt,500,1572.00,,1.62
scenario 2,p_20,correlated,scen_2id_10_objs_700_size_1085_sets_40_k_20_overlap_20_correlated.txt,700,2133.00,,3.94
scenario 2,p_20,correlated,scen_2id_10_objs_800_size_1240_sets_38_k_18_overlap_20_correlated.txt,800,2451.00,,4.74
scenario 2,p_20,correlated,scen_2id_1_objs_1000_size_1550_sets_40_k_18_overlap_20_correlated.txt,1000,3010.00,,7.67
scenario 2,p_20,correlated,scen_2id_1_objs_300_size_465_sets_32_k_20_overlap_20_correlated.txt,300,995.00,,0.40
scenario 2,p_20,correlated,scen_2id_1_objs_500_size_775_sets_35_k_20_overlap_20_correlated.txt,500,1603.00,,1.76
scenario 2,p_20,correlated,scen_2id_1_objs_700_size_1085_sets_36_k_20_overlap_20_correlated.txt,700,2201.00,,4.05
scenario 2,p_20,correlated,scen_2id_1_objs_800_size_1240_sets_38_k_18_overlap_20_correlated.txt,800,2416.00,,5.20
scenario 2,p_20,correlated,scen_2id_2_objs_1000_size_1550_sets_42_k_18_overlap_20_correlated.txt,1000,2953.00,,6.98
scenario 2,p_20,correlated,scen_2id_2_objs_300_size_465_sets_33_k_20_overlap_20_correlated.txt,300,998.00,,0.47
scenario 2,p_20,correlated,scen_2id_2_objs_500_size_775_sets_40_k_20_overlap_20_correlated.txt,500,1437.00,,2.07
scenario 2,p_20,correlated,scen_2id_2_objs_700_size_1085_sets_44_k_20_overlap_20_correlated.txt,700,2167.00,,3.27
scenario 2,p_20,correlated,scen_2id_2_objs_800_size_1240_sets_47_k_18_overlap_20_correlated.txt,800,2444.00,,4.75
scenario 2,p_20,correlated,scen_2id_3_objs_1000_size_1550_sets_38_k_18_overlap_20_correlated.txt,1000,3082.00,,7.49
scenario 2,p_20,correlated,scen_2id_3_objs_300_size_465_sets_37_k_20_overlap_20_correlated.txt,300,978.00,,0.33
scenario 2,p_20,correlated,scen_2id_3_objs_500_size_775_sets_36_k_20_overlap_20_correlated.txt,500,1584.00,,1.69
scenario 2,p_20,correlated,scen_2id_3_objs_700_size_1085_sets_36_k_20_overlap_20_correlated.txt,700,2164.00,,4.52
scenario 2,p_20,correlated,scen_2id_3_objs_800_size_1240_sets_40_k_18_overlap_20_correlated.txt,800,2458.00,,5.02
scenario 2,p_20,correlated,scen_2id_4_objs_1000_size_1550_sets_41_k_18_overlap_20_correlated.txt,1000,2991.00,,7.23
scenario 2,p_20,correlated,scen_2id_4_objs_300_size_465_sets_39_k_20_overlap_20_correlated.txt,300,975.00,,0.43
scenario 2,p_20,correlated,scen_2id_4_objs_500_size_775_sets_32_k_20_overlap_20_correlated.txt,500,1630.00,,1.93
scenario 2,p_20,correlated,scen_2id_4_objs_700_size_1085_sets_33_k_20_overlap_20_correlated.txt,700,2225.00,,4.55
scenario 2,p_20,correlated,scen_2id_4_objs_800_size_1240_sets_44_k_18_overlap_20_correlated.txt,800,2420.00,,5.26
scenario 2,p_20,correlated,scen_2id_5_objs_1000_size_1550_sets_39_k_18_overlap_20_correlated.txt,1000,3065.00,,7.94
scenario 2,p_20,correlated,scen_2id_5_objs_300_size_465_sets_42_k_20_overlap_20_correlated.txt,300,966.00,,0.27
scenario 2,p_20,correlated,scen_2id_5_objs_500_size_775_sets_36_k_20_overlap_20_correlated.txt,500,1708.00,,1.56
scenario 2,p_20,correlated,scen_2id_5_objs_700_size_1085_sets_36_k_20_overlap_20_correlated.txt,700,2138.00,,3.82
scenario 2,p_20,correlated,scen_2id_5_objs_800_size_1240_sets_43_k_18_overlap_20_correlated.txt,800,2396.00,,4.89
scenario 2,p_20,correlated,scen_2id_6_objs_1000_size_1550_sets_40_k_18_overlap_20_correlated.txt,1000,2963.00,,7.53
scenario 2,p_20,correlated,scen_2id_6_objs_300_size_465_sets_39_k_20_overlap_20_correlated.txt,300,997.00,,0.32
scenario 2,p_20,correlated,scen_2id_6_objs_500_size_775_sets_41_k_20_overlap_20_correlated.txt,500,1615.00,,1.32
scenario 2,p_20,correlated,scen_2id_6_objs_700_size_1085_sets_43_k_20_overlap_20_correlated.txt,700,2100.00,,3.44
scenario 2,p_20,correlated,scen_2id_6_objs_800_size_1240_sets_36_k_18_overlap_20_correlated.txt,800,2463.00,,4.93
scenario 2,p_20,correlated,scen_2id_7_objs_1000_size_1550_sets_44_k_18_overlap_20_correlated.txt,1000,3065.00,,7.53
scenario 2,p_20,correlated,scen_2id_7_objs_300_size_465_sets_34_k_20_overlap_20_correlated.txt,300,1001.00,,0.39
scenario 2,p_20,correlated,scen_2id_7_objs_500_size_775_sets_37_k_20_overlap_20_correlated.txt,500,1547.00,,1.52
scenario 2,p_20,correlated,scen_2id_7_objs_700_size_1085_sets_39_k_20_overlap_20_correlated.txt,700,2191.00,,4.67
scenario 2,p_20,correlated,scen_2id_7_objs_800_size_1240_sets_35_k_18_overlap_20_correlated.txt,800,2476.00,,5.33
scenario 2,p_20,correlated,scen_2id_8_objs_1000_size_1550_sets_38_k_18_overlap_20_correlated.txt,1000,3028.00,,7.28
scenario 2,p_20,correlated,scen_2id_8_objs_300_size_465_sets_35_k_20_overlap_20_correlated.txt,300,1056.00,,0.38
scenario 2,p_20,correlated,scen_2id_8_objs_500_size_775_sets_36_k_20_overlap_20_correlated.txt,500,1574.00,,1.65
scenario 2,p_20,correlated,scen_2id_8_objs_700_size_1085_sets_35_k_20_overlap_20_correlated.txt,700,2136.00,,4.06
scenario 2,p_20,correlated,scen_2id_8_objs_800_size_1240_sets_38_k_18_overlap_20_correlated.txt,800,2397.00,,4.67
scenario 2,p_20,correlated,scen_2id_9_objs_1000_size_1550_sets_35_k_18_overlap_20_correlated.txt,1000,2987.00,,6.57
scenario 2,p_20,correlated,scen_2id_9_objs_300_size_465_sets_34_k_20_overlap_20_correlated.txt,300,951.00,,0.35
scenario 2,p_20,correlated,scen_2id_9_objs_500_size_775_sets_36_k_20_overlap_20_correlated.txt,500,1497.00,,1.57
scenario 2,p_20,correlated,scen_2id_9_objs_700_size_1085_sets_38_k_20_overlap_20_correlated.txt,700,2235.00,,3.04
scenario 2,p_20,correlated,scen_2id_9_objs_800_size_1240_sets_36_k_18_overlap_20_correlated.txt,800,2435.00,,4.56
scenario 2,p_20,fully-correlated,scen_2id_10_objs_1000_size_1550_sets_41_k_18_overlap_20_fully-correlated.txt,1000,3113.00,,6.80
scenario 2,p_20,fully-correlated,scen_2id_10_objs_300_size_465_sets_30_k_20_overlap_20_fully-correlated.txt,300,993.00,,0.38
scenario 2,p_20,fully-correlated,scen_2id_10_objs_500_size_775_sets_35_k_20_overlap_20_fully-correlated.txt,500,1553.00,,1.61
scenario 2,p_20,fully-correlated,scen_2id_10_objs_700_size_1085_sets_34_k_20_overlap_20_fully-correlated.txt,700,2173.00,,3.86
scenario 2,p_20,fully-correlated,scen_2id_10_objs_800_size_1240_sets_41_k_18_overlap_20_fully-correlated.txt,800,2465.00,,4.20
scenario 2,p_20,fully-correlated,scen_2id_1_objs_1000_size_1550_sets_37_k_18_overlap_20_fully-correlated.txt,1000,3032.00,,6.97
scenario 2,p_20,fully-correlated,scen_2id_1_objs_300_size_465_sets_39_k_20_overlap_20_fully-correlated.txt,300,960.00,,0.35
scenario 2,p_20,fully-correlated,scen_2id_1_objs_500_size_775_sets_40_k_20_overlap_20_fully-correlated.txt,500,1588.00,,1.42
scenario 2,p_20,fully-correlated,scen_2id_1_objs_700_size_1085_sets_36_k_20_overlap_20_fully-correlated.txt,700,2245.00,,3.77
scenario 2,p_20,fully-correlated,scen_2id_1_objs_800_size_1240_sets_41_k_18_overlap_20_fully-correlated.txt,800,2502.00,,3.62
scenario 2,p_20,fully-correlated,scen_2id_2_objs_1000_size_1550_sets_35_k_18_overlap_20_fully-correlated.txt,1000,3022.00,,5.74
scenario 2,p_20,fully-correlated,scen_2id_2_objs_300_size_465_sets_34_k_20_overlap_20_fully-correlated.txt,300,1033.00,,0.29
scenario 2,p_20,fully-correlated,scen_2id_2_objs_500_size_775_sets_39_k_20_overlap_20_fully-correlated.txt,500,1605.00,,1.39
scenario 2,p_20,fully-correlated,scen_2id_2_objs_700_size_1085_sets_40_k_20_overlap_20_fully-correlated.txt,700,2195.00,,3.00
scenario 2,p_20,fully-correlated,scen_2id_2_objs_800_size_1240_sets_31_k_18_overlap_20_fully-correlated.txt,800,2412.00,,4.26
scenario 2,p_20,fully-correlated,scen_2id_3_objs_1000_size_1550_sets_42_k_18_overlap_20_fully-correlated.txt,1000,3142.00,,6.45
scenario 2,p_20,fully-correlated,scen_2id_3_objs_300_size_465_sets_34_k_20_overlap_20_fully-correlated.txt,300,969.00,,0.39
scenario 2,p_20,fully-correlated,scen_2id_3_objs_500_size_775_sets_39_k_20_overlap_20_fully-correlated.txt,500,1604.00,,1.65
scenario 2,p_20,fully-correlated,scen_2id_3_objs_700_size_1085_sets_40_k_20_overlap_20_fully-correlated.txt,700,2165.00,,3.61
scenario 2,p_20,fully-correlated,scen_2id_3_objs_800_size_1240_sets_40_k_18_overlap_20_fully-correlated.txt,800,2366.00,,4.88
scenario 2,p_20,fully-correlated,scen_2id_4_objs_1000_size_1550_sets_53_k_18_overlap_20_fully-correlated.txt,1000,3052.00,,6.06
scenario 2,p_20,fully-correlated,scen_2id_4_objs_300_size_465_sets_36_k_20_overlap_20_fully-correlated.txt,300,974.00,,0.35
scenario 2,p_20,fully-correlated,scen_2id_4_objs_500_size_775_sets_44_k_20_overlap_20_fully-correlated.txt,500,1588.00,,1.18
scenario 2,p_20,fully-correlated,scen_2id_4_objs_700_size_1085_sets_33_k_20_overlap_20_fully-correlated.txt,700,2172.00,,3.34
scenario 2,p_20,fully-correlated,scen_2id_4_objs_800_size_1240_sets_38_k_18_overlap_20_fully-correlated.txt,800,2542.00,,3.67
scenario 2,p_20,fully-correlated,scen_2id_5_objs_1000_size_1550_sets_42_k_18_overlap_20_fully-correlated.txt,1000,3102.00,,5.91
scenario 2,p_20,fully-correlated,scen_2id_5_objs_300_size_465_sets_38_k_20_overlap_20_fully-correlated.txt,300,954.00,,0.34
scenario 2,p_20,fully-correlated,scen_2id_5_objs_500_size_775_sets_35_k_20_overlap_20_fully-correlated.txt,500,1695.00,,1.27
scenario 2,p_20,fully-correlated,scen_2id_5_objs_700_size_1085_sets_39_k_20_overlap_20_fully-correlated.txt,700,2212.00,,3.29
scenario 2,p_20,fully-correlated,scen_2id_5_objs_800_size_1240_sets_33_k_18_overlap_20_fully-correlated.txt,800,2452.00,,3.98
scenario 2,p_20,fully-correlated,scen_2id_6_objs_1000_size_1550_sets_41_k_18_overlap_20_fully-correlated.txt,1000,3089.00,,7.29
scenario 2,p_20,fully-correlated,scen_2id_6_objs_300_size_465_sets_34_k_20_overlap_20_fully-correlated.txt,300,968.00,,0.40
scenario 2,p_20,fully-correlated,scen_2id_6_objs_500_size_775_sets_34_k_20_overlap_20_fully-correlated.txt,500,1563.00,,1.82
scenario 2,p_20,fully-correlated,scen_2id_6_objs_700_size_1085_sets_37_k_20_overlap_20_fully-correlated.txt,700,2225.00,,3.82
scenario 2,p_20,fully-correlated,scen_2id_6_objs_800_size_1240_sets_40_k_18_overlap_20_fully-correlated.txt,800,2502.00,,4.47
scenario 2,p_20,fully-correlated,scen_2id_7_objs_1000_size_1550_sets_46_k_18_overlap_20_fully-correlated.txt,1000,3002.00,,7.65
scenario 2,p_20,fully-correlated,scen_2id_7_objs_300_size_465_sets_36_k_20_overlap_20_fully-correlated.txt,300,990.00,,0.41
scenario 2,p_20,fully-correlated,scen_2id_7_objs_500_size_775_sets_45_k_20_overlap_20_fully-correlated.txt,500,1560.00,,1.43
scenario 2,p_20,fully-correlated,scen_2id_7_objs_700_size_1085_sets_44_k_20_overlap_20_fully-correlated.txt,700,2195.00,,3.94
scenario 2,p_20,fully-correlated,scen_2id_7_objs_800_size_1240_sets_36_k_18_overlap_20_fully-correlated.txt,800,2502.00,,4.99
scenario 2,p_20,fully-correlated,scen_2id_8_objs_1000_size_1550_sets_40_k_18_overlap_20_fully-correlated.txt,1000,3072.00,,7.50
scenario 2,p_20,fully-correlated,scen_2id_8_objs_300_size_465_sets_34_k_20_overlap_20_fully-correlated.txt,300,1005.00,,0.32
scenario 2,p_20,fully-correlated,scen_2id_8_objs_500_size_775_sets_33_k_20_overlap_20_fully-correlated.txt,500,1562.00,,1.89
scenario 2,p_20,fully-correlated,scen_2id_8_objs_700_size_1085_sets_42_k_20_overlap_20_fully-correlated.txt,700,2199.00,,4.19
scenario 2,p_20,fully-correlated,scen_2id_8_objs_800_size_1240_sets_38_k_18_overlap_20_fully-correlated.txt,800,2602.00,,5.14
scenario 2,p_20,fully-correlated,scen_2id_9_objs_1000_size_1550_sets_40_k_18_overlap_20_fully-correlated.txt,1000,3142.00,,7.98
scenario 2,p_20,fully-correlated,scen_2id_9_objs_300_size_465_sets_31_k_20_overlap_20_fully-correlated.txt,300,954.00,,0.41
scenario 2,p_20,fully-correlated,scen_2id_9_objs_500_size_775_sets_33_k_20_overlap_20_fully-correlated.txt,500,1568.00,,1.80
scenario 2,p_20,fully-correlated,scen_2id_9_objs_700_size_1085_sets_37_k_20_overlap_20_fully-correlated.txt,700,2208.00,,3.89
scenario 2,p_20,fully-correlated,scen_2id_9_objs_800_size_1240_sets_41_k_18_overlap_20_fully-correlated.txt,800,2502.00,,3.92
scenario 2,p_20,not-correlated,scen_2id_10_objs_1000_size_1550_sets_40_k_18_overlap_20_not-correlated.txt,1000,2930.00,,5.86
scenario 2,p_20,not-correlated,scen_2id_10_objs_300_size_465_sets_35_k_20_overlap_20_not-correlated.txt,300,1059.00,,0.36
scenario 2,p_20,not-correlated,scen_2id_10_objs_500_size_775_sets_37_k_20_overlap_20_not-correlated.txt,500,1597.00,,1.47
scenario 2,p_20,not-correlated,scen_2id_10_objs_700_size_1085_sets_39_k_20_overlap_20_not-correlated.txt,700,2227.00,,3.54
scenario 2,p_20,not-correlated,scen_2id_10_objs_800_size_1240_sets_36_k_18_overlap_20_not-correlated.txt,800,2328.00,,4.63
