runtime_s,best_obj,best_bound,node_count,gap
0.039999961853027344,1315.0,12888.0,0.0,8.800760456273094
0.04500007629394531,1315.0,2229.0,0.0,0.6950570342204795
0.06399989128112793,2225.0,2229.0,0.0,0.0017977528089886832
0.07500004768371582,2225.0,2225.0,0.0,0.0
